Key,Reviewed By,Human Key,Year,Author,Title,Publication Title,DOI,lat_min,lat_max,lon_min,lon_max,Notes,Data Type,Type of Study,Category,Relevant,Description,Notes_sci,Notes of technical interest,Dataset Number,Type,Archive Location,Freely Available?,Archive Name,Acquisition Start Year,Acquisition End Year,Camera calib?,Flight Height [m],Height reference,GSD [m],Scale,Scanner resolution,Scanner resolution units,No. Images,Notes_data,Method,Software,Version,GCPs,Fiducial Marks,Pre-processing,Simplified Pre-processing Note,simplified geometric preprocessing,simplified radiometric preprocessing,Pre-processing Note,Workflow Note,Related paper,Residuals to CPs [m] avg,Ground control source XY,Ground control source Z,Ground control source group,Ground control accuracy [m] XY,Ground control accuracy [m] Z,Ground control accuracy [m] avg,No. GCPs,No. GCPs simplified,Residuals to GCPs [m] XY,Residuals to GCPs [m] Z,Residuals to GCPs [m] avg,No. CPs,Residuals to CPs [m] XY,Residuals to CPs [m] Z,Residuals to CPs [m] avg.1,Comparison data,Comparison data simplified,Comparison source group,Accuracy comparison data [m] XY,Accuracy comparison data [m] Z,Accuracy comparison [m] avg,Residuals to comparison [m] XY,Residuals to comparison [m] Z,Residuals to comparison [m] avg,comparison metric,Post-Processing,Notes_acc,Unnamed: 30,Unnamed: 31,Unnamed: 32,Output,Orthophoto resolution [m],DEM resolution [m],note
GSL8VV32,Livia,"Ishiguro et al. 2016, Geomorphology (GSL8VV32)",2016,Ishiguro et al.,Evaluation of DSMs generated from multi-temporal aerial photographs using emerging structure from motion–multi-view stereo technology,Geomorphology,10.1016/j.geomorph.2016.05.029,26.34207,26.369312,126.725641,126.766756,"Kume Island, Japan",Aerial,Both,Methodology,yes,accuracy of DSMs generated using multi-temporal aerial photographs based on the SfM–MVS,,,7.0,Aerial,USA,no,,2003.0,2003.0,not specified,3200.0,relative,0.42,1:20813,1200.0,dpi,9,,SfM+MVS,Agisoft Photoscan Professional,1.1.2,yes,no,no,,,,,standard Agisofr workflow with GCPs and no fiducial marks,,"Ishiguro et al. 2016, Geomorphology (GSL8VV32)",DSM,DSM,area-based,,,,43,43,0.39,0.39,0.39,167,0.51,0.51,0.51,"StereoDSM (0.5m, 2013)",StereoDEM,area-based,0.15,0.15,0.15,,,,RMSE,,"aerial photograph DSM (2013), 0.5 cell size",,,,3D (point cloud/DEM),0.48,0.48,
GVEJ7RSK,,"Osmanoğlu et al. 2017, 2017 IEEE International Geoscience and Remote Sensing Symposium (IGARSS) (GVEJ7RSK)",2017,Osmanoğlu et al.,Remote Sensing of the Cryosphere in High Mountain Asia,2017 IEEE International Geoscience and Remote Sensing Symposium (IGARSS),10.1109/IGARSS.2017.8127583,,,,,,Satellite,Application,Glaciology,no,presentation about a project studying HMA cryosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW8U4CWQ,Livia,"Ford 2013, Remote Sensing of Environment (GW8U4CWQ)",2013,Ford,"Shoreline changes interpreted from multi-temporal aerial photographs and high resolution satellite images: Wotje Atoll, Marshall Islands",Remote Sensing of Environment,10.1016/j.rse.2013.03.027,,,,,,Aerial,Application,Geomorphology,no,orthorectified images for mapping purposes. Shoreline changes ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H99CQDD8,,"Cowley and Stichelbaut 2012, European Journal of Archaeology (H99CQDD8)",2012,Cowley and Stichelbaut,Historic Aerial Photographic Archives for European Archaeology,European Journal of Archaeology,10.1179/1461957112Y.0000000010,,,,,,Aerial,Application,Archeology,no,Important for the archive TARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMHTMGH4,,"Hammer and Ur 2019, Advances in Archaeological Practice (HMHTMGH4)",2019,Hammer and Ur,Near Eastern Landscapes and Declassified U2 Aerial Imagery,Advances in Archaeological Practice,10.1017/aap.2018.38,,,,,,Satellite,Application,Archeology,no,"more information about U2 images, but no 3D reconstruction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRXNERQE,Amaury,"Sevara 2013, International Journal of Heritage in the Digital Era (HRXNERQE)",2013,Sevara,Top Secret Topographies: Recovering Two and Three-Dimensional Archaeological Information from Historic Reconnaissance Datasets Using Image-Based Modelling Techniques,International Journal of Heritage in the Digital Era,10.1260/2047-4970.2.3.395,48.3,48.5,16.3,16.6,Austria,Mix,Both,Archeology,yes,,,,1.0,Aerial,UK,unclear,TARA (Aerial Reconnaissance Archives),1945.0,1945.0,computed,,,0.5,1:10500,1200.0,dpi,20,,SfM+MVS,Agisoft Photoscan Professional,0.9.1,yes,yes,yes,masking,masking,,"unclear, masking",,,"Sevara 2013, International Journal of Heritage in the Digital Era (HRXNERQE)",,,,,,,5,5,,,,,,,,Orthomosaics (Aerial),Orthophotos,area-based,,,,2.636,2.636,2.64,,"Noise filtering, Coregistration",,,,,3D (point cloud/DEM),0.5,6.0,
HRXNERQE,Amaury,"Sevara 2013, International Journal of Heritage in the Digital Era (HRXNERQE)",2013,Sevara,Top Secret Topographies: Recovering Two and Three-Dimensional Archaeological Information from Historic Reconnaissance Datasets Using Image-Based Modelling Techniques,International Journal of Heritage in the Digital Era,10.1260/2047-4970.2.3.395,48.3,48.5,16.3,16.6,Austria,Mix,Both,Archeology,yes,,,,2.0,Satellite,USA,yes,USGS (United States Geological Survey),1978.0,1978.0,partial,,,6.0,,7.0,μm,4,Hexagon KH-9,SfM+MVS,Agisoft Photoscan Professional,0.9.1,yes,yes,yes,"mosaicing, aligning, cropping, masking","alignment (cropping, masking), mosaicing",,"mosaicing, aligning, cropping, masking",,,"Sevara 2013, International Journal of Heritage in the Digital Era (HRXNERQE)",,,,,,,18,18,,,,,,,,Orthomosaics (Aerial),Orthophotos,area-based,,,,5.052,5.052,5.05,,,,,,,3D (point cloud/DEM),6.0,6.0,
HSY8JFWN,,"Nageswara Rao 2009, Journal of the Geological Society of India (HSY8JFWN)",2009,Nageswara Rao,CORONA satellite photographs — A new (Old) tool for earth scientists,Journal of the Geological Society of India,10.1007/s12594-009-0022-z,,,,,,Satellite,Application,History of Science,no,"this paper isn't relevant, but it references a few others that might be",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I497FPR3,Amaury,"Pellicciotti et al. 2015, Journal of Glaciology (I497FPR3)",2015,Pellicciotti et al.,"Mass-balance changes of the debris-covered glaciers in the Langtang Himal, Nepal, from 1974 to 1999",Journal of Glaciology,10.3189/2015JoG13J237,28.18073,28.338,85.57,85.756,"Langtang catchment, Nepal",Satellite,Application,Glaciology,yes,,,,1.0,Satellite,USA,yes,USGS (United States Geological Survey),1974.0,1974.0,partial,,,,,7.0,μm,2,,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,9.2,yes,yes,not specified,,,,,Standard photogrammetric workflow with GCPs,,"Pellicciotti et al. 2015, Journal of Glaciology (I497FPR3)",SatImgs (Landsat),DEM (SRTM),area-based,,,,233,233,,,,,,,,DEM (SRTM),SRTM,area-based,,,,13.2,13.2,13.2,NMAD,Coregistration,,,,,3D (point cloud/DEM),,30.0,
I4I5H6DP,,"Zentai 2013, Geocarto International (I4I5H6DP)",2013,Zentai,The role of satellite images in the development of the Hungarian cartography until the 1980s,Geocarto International,10.1080/10106049.2012.717970,,,,,,Satellite,Application,History of Science,no,history of satellite mapping in Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I9IY9Y4S,,"Kaufmann et al. 2019, Kartografija i geoinformacije (I9IY9Y4S)",2019,Kaufmann et al.,"Panta Rhei: Movement Change of Tschadinhorn Rock Glacier (Hohe Tauern Range, Austria), 1954–201",Kartografija i geoinformacije,10.32909/kg.18.31.1,,,,,,Aerial,Application,Glaciology,no,rock glacier velocity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDSY8GNA,Bob,"Fowler 2011, International Journal of Remote Sensing (IDSY8GNA)",2011,Fowler,Modelling the acquisition times of CORONA satellite photographs: accuracy and application,International Journal of Remote Sensing,10.1080/01431161.2010.542207,,,,,,Satellite,Processing,Methodology,no,modelling acquisition times/satellite ephemeris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFALXNZB,Anette,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",2017,Mölg and Bolch,Structure-from-Motion Using Historical Aerial Images to Analyse Changes in Glacier Surface Elevation,Remote Sensing,10.3390/rs9101021,45.96666667,45.96666667,7.56666667,7.68333333,"Zmuttgletscher, Switzerland",Aerial,Application,Glaciology,yes,SfM compared to aerial photogrammetry with archive aerial imagery to measure glacier height changes,"maybe, merge IFALXNZB and ZMXR5AJX because same data and objective",,1.0,Aerial,Switzerland,no,Swisstopo (Swiss Federal Office of Topography),1946.0,1946.0,given,8250.0,,,1:50000,14.0,μm,7,,Photogrammetric,"ERDAS Imagine Photogrammetry, Agisoft Photoscan, Pix4D mapper pro","NA, 1.2.0, 3.0",yes,not specified,no,,,,,"GCPs extracted from Swissimage, if sufficient overlap and # of images comparable results to aerial photogrammetry with SfM possible revealing higher resolution (due to higher point cloud density) and less noise for SfM",,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",,,,,,,18-30,24,,,,,,,,"AerialImg (2m), DEM (SwissAlti3D, 0.5/2m, 2010)","Imgs, ALS-DEM",area-based,,2022-01-03 00:00:00,2.0,0.25-5.05,0.25-5.05,2.65,RMSE,"Coregistration (following Nuth & Kääb, 2011)",,,,,3D (point cloud/DEM),,5.0,edit Mel: given vals DEM res: 1-10 (calculated avg for further processing)
IFALXNZB,Anette,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",2017,Mölg and Bolch,Structure-from-Motion Using Historical Aerial Images to Analyse Changes in Glacier Surface Elevation,Remote Sensing,10.3390/rs9101021,45.96666667,45.96666667,7.56666667,7.68333333,"Zmuttgletscher, Switzerland",Aerial,Application,Glaciology,yes,SfM compared to aerial photogrammetry with archive aerial imagery to measure glacier height changes,"maybe, merge IFALXNZB and ZMXR5AJX because same data and objective",,2.0,Aerial,Switzerland,no,Swisstopo (Swiss Federal Office of Topography),1961.0,1961.0,given,5100.0,,,1:24000,14.0,μm,6,,Photogrammetric,"ERDAS Imagine Photogrammetry, Agisoft Photoscan, Pix4D mapper pro","NA, 1.2.0, 3.0",yes,not specified,no,,,,,"GCPs extracted from Swissimage, if sufficient overlap and # of images comparable results to aerial photogrammetry with SfM possible revealing higher resolution (due to higher point cloud density) and less noise for SfM",,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",,,,,,,18-30,24,,,,,,,,"AerialImg (2m), DEM (SwissAlti3D, 0.5/2m, 2010)","Imgs, ALS-DEM",area-based,,2022-01-03 00:00:00,2.0,0.25-5.05,0.25-5.05,2.65,RMSE,"Coregistration (following Nuth & Kääb, 2011)",,,,,3D (point cloud/DEM),,5.0,edit Mel: given vals DEM res: 1-10 (calculated avg for further processing)
IFALXNZB,Anette,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",2017,Mölg and Bolch,Structure-from-Motion Using Historical Aerial Images to Analyse Changes in Glacier Surface Elevation,Remote Sensing,10.3390/rs9101021,45.96666667,45.96666667,7.56666667,7.68333333,"Zmuttgletscher, Switzerland",Aerial,Application,Glaciology,yes,SfM compared to aerial photogrammetry with archive aerial imagery to measure glacier height changes,"maybe, merge IFALXNZB and ZMXR5AJX because same data and objective",,3.0,Aerial,Switzerland,no,Swisstopo (Swiss Federal Office of Topography),1977.0,1977.0,given,5150.0,,,"1:11000, 1:22000",14.0,μm,20,"flying height between 4100-6200 m but not specifically indicated for each campaign, nbr images 14 and 6",Photogrammetric,"ERDAS Imagine Photogrammetry, Agisoft Photoscan, Pix4D mapper pro","NA, 1.2.0, 3.0",yes,not specified,no,,,,,"GCPs extracted from Swissimage, if sufficient overlap and # of images comparable results to aerial photogrammetry with SfM possible revealing higher resolution (due to higher point cloud density) and less noise for SfM",,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",,,,,,,18-30,24,,,,,,,,"AerialImg (2m), DEM (SwissAlti3D, 0.5/2m, 2010)","Imgs, ALS-DEM",area-based,,2022-01-03 00:00:00,2.0,0.25-5.05,0.25-5.05,2.65,RMSE,"Coregistration (following Nuth & Kääb, 2011)",,,,,3D (point cloud/DEM),,5.0,edit Mel: given vals DEM res: 1-10 (calculated avg for further processing)
IFALXNZB,Anette,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",2017,Mölg and Bolch,Structure-from-Motion Using Historical Aerial Images to Analyse Changes in Glacier Surface Elevation,Remote Sensing,10.3390/rs9101021,45.96666667,45.96666667,7.56666667,7.68333333,"Zmuttgletscher, Switzerland",Aerial,Application,Glaciology,yes,SfM compared to aerial photogrammetry with archive aerial imagery to measure glacier height changes,"maybe, merge IFALXNZB and ZMXR5AJX because same data and objective",,4.0,Aerial,Switzerland,no,Swisstopo (Swiss Federal Office of Topography),1983.0,1983.0,given,4100.0,,,1:11000,14.0,μm,11,,Photogrammetric,"ERDAS Imagine Photogrammetry, Agisoft Photoscan, Pix4D mapper pro","NA, 1.2.0, 3.0",yes,not specified,no,,,,,"GCPs extracted from Swissimage, if sufficient overlap and # of images comparable results to aerial photogrammetry with SfM possible revealing higher resolution (due to higher point cloud density) and less noise for SfM",,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",,,,,,,18-30,24,,,,,,,,"AerialImg (2m), DEM (SwissAlti3D, 0.5/2m, 2010)","Imgs, ALS-DEM",area-based,,2022-01-03 00:00:00,2.0,0.25-5.05,0.25-5.05,2.65,RMSE,"Coregistration (following Nuth & Kääb, 2011)",,,,,3D (point cloud/DEM),,5.0,edit Mel: given vals DEM res: 1-10 (calculated avg for further processing)
IFALXNZB,Anette,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",2017,Mölg and Bolch,Structure-from-Motion Using Historical Aerial Images to Analyse Changes in Glacier Surface Elevation,Remote Sensing,10.3390/rs9101021,45.96666667,45.96666667,7.56666667,7.68333333,"Zmuttgletscher, Switzerland",Aerial,Application,Glaciology,yes,SfM compared to aerial photogrammetry with archive aerial imagery to measure glacier height changes,"maybe, merge IFALXNZB and ZMXR5AJX because same data and objective",,5.0,Aerial,Switzerland,no,Swisstopo (Swiss Federal Office of Topography),1988.0,1988.0,given,6400.0,,,1:22000,14.0,μm,29,,Photogrammetric,"ERDAS Imagine Photogrammetry, Agisoft Photoscan, Pix4D mapper pro","NA, 1.2.0, 3.0",yes,not specified,no,,,,,"GCPs extracted from Swissimage, if sufficient overlap and # of images comparable results to aerial photogrammetry with SfM possible revealing higher resolution (due to higher point cloud density) and less noise for SfM",,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",,,,,,,18-30,24,,,,,,,,"AerialImg (2m), DEM (SwissAlti3D, 0.5/2m, 2010)","Imgs, ALS-DEM",area-based,,2022-01-03 00:00:00,2.0,0.25-5.05,0.25-5.05,2.65,RMSE,"Coregistration (following Nuth & Kääb, 2011)",,,,,3D (point cloud/DEM),,5.0,edit Mel: given vals DEM res: 1-10 (calculated avg for further processing)
IFALXNZB,Anette,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",2017,Mölg and Bolch,Structure-from-Motion Using Historical Aerial Images to Analyse Changes in Glacier Surface Elevation,Remote Sensing,10.3390/rs9101021,45.96666667,45.96666667,7.56666667,7.68333333,"Zmuttgletscher, Switzerland",Aerial,Application,Glaciology,yes,SfM compared to aerial photogrammetry with archive aerial imagery to measure glacier height changes,"maybe, merge IFALXNZB and ZMXR5AJX because same data and objective",,6.0,Aerial,Switzerland,no,Swisstopo (Swiss Federal Office of Topography),1995.0,1995.0,given,4200.0,,,1:11000,14.0,μm,10,,Photogrammetric,"ERDAS Imagine Photogrammetry, Agisoft Photoscan, Pix4D mapper pro","NA, 1.2.0, 3.0",yes,not specified,no,,,,,"GCPs extracted from Swissimage, if sufficient overlap and # of images comparable results to aerial photogrammetry with SfM possible revealing higher resolution (due to higher point cloud density) and less noise for SfM",,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",,,,,,,18-30,24,,,,,,,,"AerialImg (2m), DEM (SwissAlti3D, 0.5/2m, 2010)","Imgs, ALS-DEM",area-based,,2022-01-03 00:00:00,2.0,0.25-5.05,0.25-5.05,2.65,RMSE,"Coregistration (following Nuth & Kääb, 2011)",,,,,3D (point cloud/DEM),,5.0,edit Mel: given vals DEM res: 1-10 (calculated avg for further processing)
IFALXNZB,Anette,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",2017,Mölg and Bolch,Structure-from-Motion Using Historical Aerial Images to Analyse Changes in Glacier Surface Elevation,Remote Sensing,10.3390/rs9101021,45.96666667,45.96666667,7.56666667,7.68333333,"Zmuttgletscher, Switzerland",Aerial,Application,Glaciology,yes,SfM compared to aerial photogrammetry with archive aerial imagery to measure glacier height changes,"maybe, merge IFALXNZB and ZMXR5AJX because same data and objective",,7.0,Aerial,Switzerland,no,Swisstopo (Swiss Federal Office of Topography),2001.0,2001.0,given,6400.0,,,1:25000,14.0,μm,8,,Photogrammetric,"ERDAS Imagine Photogrammetry, Agisoft Photoscan, Pix4D mapper pro","NA, 1.2.0, 3.0",yes,not specified,no,,,,,"GCPs extracted from Swissimage, if sufficient overlap and # of images comparable results to aerial photogrammetry with SfM possible revealing higher resolution (due to higher point cloud density) and less noise for SfM",,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",,,,,,,18-30,24,,,,,,,,"AerialImg (2m), DEM (SwissAlti3D, 0.5/2m, 2010)","Imgs, ALS-DEM",area-based,,2022-01-03 00:00:00,2.0,0.25-5.05,0.25-5.05,2.65,RMSE,"Coregistration (following Nuth & Kääb, 2011)",,,,,3D (point cloud/DEM),,5.0,edit Mel: given vals DEM res: 1-10 (calculated avg for further processing)
IFALXNZB,Anette,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",2017,Mölg and Bolch,Structure-from-Motion Using Historical Aerial Images to Analyse Changes in Glacier Surface Elevation,Remote Sensing,10.3390/rs9101021,45.96666667,45.96666667,7.56666667,7.68333333,"Zmuttgletscher, Switzerland",Aerial,Application,Glaciology,yes,SfM compared to aerial photogrammetry with archive aerial imagery to measure glacier height changes,"maybe, merge IFALXNZB and ZMXR5AJX because same data and objective",,8.0,Aerial,Switzerland,no,Swisstopo (Swiss Federal Office of Topography),2005.0,2005.0,given,6400.0,,,1:25000,14.0,μm,4,,Photogrammetric,"ERDAS Imagine Photogrammetry, Agisoft Photoscan, Pix4D mapper pro","NA, 1.2.0, 3.0",yes,not specified,no,,,,,"GCPs extracted from Swissimage, if sufficient overlap and # of images comparable results to aerial photogrammetry with SfM possible revealing higher resolution (due to higher point cloud density) and less noise for SfM",,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",,,,,,,18-30,24,,,,,,,,"AerialImg (2m), DEM (SwissAlti3D, 0.5/2m, 2010)","Imgs, ALS-DEM",area-based,,2022-01-03 00:00:00,2.0,0.25-5.05,0.25-5.05,2.65,RMSE,"Coregistration (following Nuth & Kääb, 2011)",,,,,3D (point cloud/DEM),,5.0,edit Mel: given vals DEM res: 1-10 (calculated avg for further processing)
IISPL86F,,"Caddell 2016, Intelligence and National Security (IISPL86F)",2016,Caddell,Corona over Cuba: The Missile Crisis and the Early Limitations of Satellite Imagery Intelligence,Intelligence and National Security,10.1080/02684527.2015.1005495,,,,,,Satellite,Application,History of Science,no,History of Corona applications in military intelligence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN3ZXKIE,,"Noaje and Sion 2012, ISPRS - International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences (IN3ZXKIE)",2012,Noaje and Sion,"ENVIRONMENTAL CHANGES ANALYSIS IN BUCHAREST CITY USING CORONA, SPOT HRV AND IKONOS IMAGES","ISPRS - International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences",10.5194/isprsarchives-XXXIX-B7-329-2012,,,,,,Satellite,Application,Urban Change,no,changes in urban environment using georeferenced KH-4 image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR257NMW,Melanie,"Granshaw 2019, The Photogrammetric Record (IR257NMW)",2019,Granshaw,Climate change and archival photogrammetry,The Photogrammetric Record,10.1111/phor.12306,,,,,,Aerial,Application,Methodology,no,only Editorial PHOR-VI: climate change & archival imagery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISAR97EX,,"Dlesk et al. 2020, Applied Sciences (ISAR97EX)",2020,Dlesk et al.,From Analogue to Digital Photogrammetry: Documentation of Padise Abbey in Two Different Time Stages,Applied Sciences,10.3390/app10238330,,,,,,Aerial,Both,Archeology,no,terrestrial stereo images for reconstruc the faced of an Abbey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISESFWSP,Bob,"Grottoli et al. 2021, Remote Sensing (ISESFWSP)",2021,Grottoli et al.,Structure-from-Motion-Derived Digital Surface Models from Historical Aerial Photographs: A New 3D Application for Coastal Dune Monitoring,Remote Sensing,10.3390/rs13010095,54.225544,54.253607,-5.865134,-5.832304,"Dundrum Bay, Northern Ireland, UK",Aerial,Application,Geomorphology,yes,coastal dune monitoring,,,1.0,Aerial,UK,unclear,Ordnance Survey of Northern Ireland,1963.0,1963.0,computed,,,0.5,,1200.0,dpi,6,,SfM,Agisoft Professional,,yes,no,yes,masking (black border),masking (black border),,Removed border using photoshop batch operation,,,"Grottoli et al. 2021, Remote Sensing (ISESFWSP)",,,,,,,28 (17),28,2.4,0.06,1.62,,,,,LIDAR DEM,ALS-DEM,area-based,0.1,0.1,0.1,1,1,1.0,,Noise filtering (using reference data),Residuals to GCPS (X/Y):,"2.3, 2.5",,,3D (point cloud/DEM),0.5,0.5,
IWKSCW57,Amaury,"Dehecq et al. 2020, Frontiers in Earth Science (IWKSCW57)",2020,Dehecq et al.,Automated Processing of Declassified KH-9 Hexagon Satellite Images for Global Elevation Change Analysis Since the 1970s,Frontiers in Earth Science,10.3389/feart.2020.566802,56.0,71.0,-160.0,-130.0,Alaska,Satellite,Processing,Glaciology,yes,Automated camera calibration and coregistration,,,1.0,Satellite,USA,yes,USGS (United States Geological Survey),1973.0,1980.0,partial,,,6.0,,7.0,μm,424,Hexagon (KH-9),Photogrammetric,ASP (Ames Stereo Pipeline),,no,yes,yes,"undistortion, mosaicing, cropping","cropping, mosaicing, undistortion",,"Correction of film/scanner distortion, image merging, cropping","Approximate georeferencing from metadata, coregistration to reference DEM, then automated extraction of GCPs",,"Dehecq et al. 2020, Frontiers in Earth Science (IWKSCW57)",,,,,,,0,0,,,,,,,,"DEM (SRTM, ArcticDEM)","SRTM, ARTICDEM",area-based,,,,5,5,5.0,DoD (68th percentile),"Coregistration (shift, rotation, scaling)",,,,,3D (point cloud/DEM),6.0,24.0,
IWKSCW57,Amaury,"Dehecq et al. 2020, Frontiers in Earth Science (IWKSCW57)",2020,Dehecq et al.,Automated Processing of Declassified KH-9 Hexagon Satellite Images for Global Elevation Change Analysis Since the 1970s,Frontiers in Earth Science,10.3389/feart.2020.566802,34.8,50.0,-124.5,-118.0,Western US,Satellite,Processing,Glaciology,yes,Automated camera calibration and coregistration,,,1.0,Satellite,USA,yes,USGS (United States Geological Survey),1973.0,1980.0,partial,,,6.0,,7.0,μm,424,Hexagon (KH-9),Photogrammetric,ASP (Ames Stereo Pipeline),,no,yes,yes,"undistortion, mosaicing, cropping","cropping, mosaicing, undistortion",,"Correction of film/scanner distortion, image merging, cropping","Approximate georeferencing from metadata, coregistration to reference DEM, then automated extraction of GCPs",,"Dehecq et al. 2020, Frontiers in Earth Science (IWKSCW57)",,,,,,,0,0,,,,,,,,"DEM (SRTM, ArcticDEM)","SRTM, ARTICDEM",area-based,,,,5,5,5.0,DoD (68th percentile),"Coregistration (shift, rotation, scaling)",,,,,3D (point cloud/DEM),6.0,24.0,
IWKSCW57,Amaury,"Dehecq et al. 2020, Frontiers in Earth Science (IWKSCW57)",2020,Dehecq et al.,Automated Processing of Declassified KH-9 Hexagon Satellite Images for Global Elevation Change Analysis Since the 1970s,Frontiers in Earth Science,10.3389/feart.2020.566802,-18.3,-14.2,-73.0,-71.0,Peru,Satellite,Processing,Glaciology,yes,Automated camera calibration and coregistration,,,1.0,Satellite,USA,yes,USGS (United States Geological Survey),1973.0,1980.0,partial,,,6.0,,7.0,μm,424,Hexagon (KH-9),Photogrammetric,ASP (Ames Stereo Pipeline),,no,yes,yes,"undistortion, mosaicing, cropping","cropping, mosaicing, undistortion",,"Correction of film/scanner distortion, image merging, cropping","Approximate georeferencing from metadata, coregistration to reference DEM, then automated extraction of GCPs",,"Dehecq et al. 2020, Frontiers in Earth Science (IWKSCW57)",,,,,,,0,0,,,,,,,,"DEM (SRTM, ArcticDEM)","SRTM, ARTICDEM",area-based,,,,5,5,5.0,DoD (68th percentile),"Coregistration (shift, rotation, scaling)",,,,,3D (point cloud/DEM),6.0,24.0,
IWKSCW57,Amaury,"Dehecq et al. 2020, Frontiers in Earth Science (IWKSCW57)",2020,Dehecq et al.,Automated Processing of Declassified KH-9 Hexagon Satellite Images for Global Elevation Change Analysis Since the 1970s,Frontiers in Earth Science,10.3389/feart.2020.566802,-57.5,-50.0,-73.0,-66.0,Patagonia,Satellite,Processing,Glaciology,yes,Automated camera calibration and coregistration,,,1.0,Satellite,USA,yes,USGS (United States Geological Survey),1973.0,1980.0,partial,,,6.0,,7.0,μm,424,Hexagon (KH-9),Photogrammetric,ASP (Ames Stereo Pipeline),,no,yes,yes,"undistortion, mosaicing, cropping","cropping, mosaicing, undistortion",,"Correction of film/scanner distortion, image merging, cropping","Approximate georeferencing from metadata, coregistration to reference DEM, then automated extraction of GCPs",,"Dehecq et al. 2020, Frontiers in Earth Science (IWKSCW57)",,,,,,,0,0,,,,,,,,"DEM (SRTM, ArcticDEM)","SRTM, ARTICDEM",area-based,,,,5,5,5.0,DoD (68th percentile),"Coregistration (shift, rotation, scaling)",,,,,3D (point cloud/DEM),6.0,24.0,
IWKSCW57,Amaury,"Dehecq et al. 2020, Frontiers in Earth Science (IWKSCW57)",2020,Dehecq et al.,Automated Processing of Declassified KH-9 Hexagon Satellite Images for Global Elevation Change Analysis Since the 1970s,Frontiers in Earth Science,10.3389/feart.2020.566802,-54.0,-38.0,-75.5,-69.5,Patagonia,Satellite,Processing,Glaciology,yes,Automated camera calibration and coregistration,,,1.0,Satellite,USA,yes,USGS (United States Geological Survey),1973.0,1980.0,partial,,,6.0,,7.0,μm,424,Hexagon (KH-9),Photogrammetric,ASP (Ames Stereo Pipeline),,no,yes,yes,"undistortion, mosaicing, cropping","cropping, mosaicing, undistortion",,"Correction of film/scanner distortion, image merging, cropping","Approximate georeferencing from metadata, coregistration to reference DEM, then automated extraction of GCPs",,"Dehecq et al. 2020, Frontiers in Earth Science (IWKSCW57)",,,,,,,0,0,,,,,,,,"DEM (SRTM, ArcticDEM)","SRTM, ARTICDEM",area-based,,,,5,5,5.0,DoD (68th percentile),"Coregistration (shift, rotation, scaling)",,,,,3D (point cloud/DEM),6.0,24.0,
